PDB_ID,Resolution,Method,Ab_type,Deposit_date,H_chain_ID,L_chain_ID,Ag_chain_ID(s),Ag_type(s),Affinity_KD(nM),Kd_nM_parsed,pKd,affinity_is_limit,Affinity_method,Affinity_temp(K),PMID,DOI
8b1e,2.47,x-ray diffraction,VHH,2022-09-09,B,N.A.,A,protein,14.8,14.8,7.8297382846050425,False,microscale thermophoresis,N.A.,37467108,10.1016/j.celrep.2023.112831
8b1f,2.35,x-ray diffraction,VHH,2022-09-09,B,N.A.,A,protein,14.8,14.8,7.8297382846050425,False,microscale thermophoresis,N.A.,37467108,10.1016/j.celrep.2023.112831
8b1g,2.5,x-ray diffraction,VHH,2022-09-09,B,N.A.,A,protein,14.8,14.8,7.8297382846050425,False,microscale thermophoresis,N.A.,37467108,10.1016/j.celrep.2023.112831
8b1h,2.6,x-ray diffraction,VHH,2022-09-09,B,N.A.,A,protein,14.8,14.8,7.8297382846050425,False,microscale thermophoresis,N.A.,37467108,10.1016/j.celrep.2023.112831
8b1i,2.55,x-ray diffraction,VHH,2022-09-09,B,N.A.,A,protein,14.8,14.8,7.8297382846050425,False,microscale thermophoresis,N.A.,37467108,10.1016/j.celrep.2023.112831
8b1j,2.67,x-ray diffraction,VHH,2022-09-09,B,N.A.,A,protein,14.8,14.8,7.8297382846050425,False,microscale thermophoresis,N.A.,37467108,10.1016/j.celrep.2023.112831
8b1k,2.8,x-ray diffraction,VHH,2022-09-09,B,N.A.,A,protein,14.8,14.8,7.8297382846050425,False,microscale thermophoresis,N.A.,37467108,10.1016/j.celrep.2023.112831
8b7h,1.95,x-ray diffraction,FabH:FabL,2022-09-30,H,L,A,protein,0.0528,0.0528,10.277366077466187,False,SPR,298,38084840,10.1080/19420862.2023.2289681
8b7w,2.85,x-ray diffraction,VH,2022-10-03,H,N.A.,C,protein,0.06,0.06,10.221848749616356,False,SPR,303,36499233,10.3390/ijms232314904
8bb7,2.95,x-ray diffraction,VHH,2022-10-12,C,N.A.,A,protein,37.5,37.5,7.425968732272281,False,BLI,298,37088134,10.1016/j.jbc.2023.104740
8bb7,2.95,x-ray diffraction,VHH,2022-10-12,D,N.A.,B,protein,37.5,37.5,7.425968732272281,False,BLI,298,37088134,10.1016/j.jbc.2023.104740
8be1,1.98,x-ray diffraction,FabH:FabL,2022-10-21,A,B,C,protein,4.78,4.78,8.320572103387882,False,BLI,N.A.,N.A.,10.1101/2023.01.10.523494
8be1,1.98,x-ray diffraction,FabH:FabL,2022-10-21,D,E,F,protein,4.78,4.78,8.320572103387882,False,BLI,N.A.,N.A.,10.1101/2023.01.10.523494
8bf4,2.15,x-ray diffraction,VHH,2022-10-24,E,N.A.,F,protein,37.5,37.5,7.425968732272281,False,BLI,298,37088134,10.1016/j.jbc.2023.104740
8bf4,2.15,x-ray diffraction,VHH,2022-10-24,B,N.A.,C,protein,37.5,37.5,7.425968732272281,False,BLI,298,37088134,10.1016/j.jbc.2023.104740
8bf4,2.15,x-ray diffraction,VHH,2022-10-24,A,N.A.,C,protein,0.237,0.237,9.625251653989896,False,BLI,298,37088134,10.1016/j.jbc.2023.104740
8bf4,2.15,x-ray diffraction,VHH,2022-10-24,D,N.A.,F,protein,0.237,0.237,9.625251653989896,False,BLI,298,37088134,10.1016/j.jbc.2023.104740
8bse,1.9,x-ray diffraction,FabH:FabL,2022-11-25,H,L,A,protein,0.242,0.242,9.616184634019568,False,SPR,298,37141227,10.1371/journal.pone.0284173
8bsf,2.2,x-ray diffraction,FabH:FabL,2022-11-25,H,L,A,protein,0.789,0.789,9.10292299679058,False,SPR,298,37141227,10.1371/journal.pone.0284173
8byu,1.85,x-ray diffraction,FabH:FabL,2022-12-14,H,L,A,protein,1.1,1.1,8.958607314841775,False,BLI,303,37379657,10.1016/j.ebiom.2023.104663
8c5h,1.68,x-ray diffraction,VHH,2023-01-09,N,N.A.,S,protein,0.7,0.7,9.154901959985743,False,microscale thermophoresis,293,37421204,10.1002/smtd.202300218
8c9x,2.3,electron microscopy,VHH,2023-01-23,I,N.A.,D;E,protein;protein,0.2,0.2,9.698970004336019,False,SPR,298,37749098,10.1038/s41467-023-41734-4
8c9x,2.3,electron microscopy,VHH,2023-01-23,G,N.A.,B;C,protein;protein,0.2,0.2,9.698970004336019,False,SPR,298,37749098,10.1038/s41467-023-41734-4
8c9x,2.3,electron microscopy,VHH,2023-01-23,H,N.A.,C;D,protein;protein,0.2,0.2,9.698970004336019,False,SPR,298,37749098,10.1038/s41467-023-41734-4
8c9x,2.3,electron microscopy,VHH,2023-01-23,F,N.A.,A;B,protein;protein,0.2,0.2,9.698970004336019,False,SPR,298,37749098,10.1038/s41467-023-41734-4
8c9x,2.3,electron microscopy,VHH,2023-01-23,J,N.A.,A;E,protein;protein,0.2,0.2,9.698970004336019,False,SPR,298,37749098,10.1038/s41467-023-41734-4
8ce4,2.7,electron microscopy,VHH,2023-02-01,F,N.A.,A;B,protein;protein,1,1.0,9.0,False,SPR,298,37749098,10.1038/s41467-023-41734-4
8ce4,2.7,electron microscopy,VHH,2023-02-01,J,N.A.,A;E,protein;protein,1,1.0,9.0,False,SPR,298,37749098,10.1038/s41467-023-41734-4
8ce4,2.7,electron microscopy,VHH,2023-02-01,G,N.A.,B;C,protein;protein,1,1.0,9.0,False,SPR,298,37749098,10.1038/s41467-023-41734-4
8ce4,2.7,electron microscopy,VHH,2023-02-01,H,N.A.,C;D,protein;protein,1,1.0,9.0,False,SPR,298,37749098,10.1038/s41467-023-41734-4
8ce4,2.7,electron microscopy,VHH,2023-02-01,I,N.A.,D;E,protein;protein,1,1.0,9.0,False,SPR,298,37749098,10.1038/s41467-023-41734-4
8ci1,2.8,electron microscopy,VHH,2023-02-08,H,N.A.,C;D,protein;protein,1,1.0,9.0,False,SPR,298,37749098,10.1038/s41467-023-41734-4
8ci1,2.8,electron microscopy,VHH,2023-02-08,I,N.A.,D;E,protein;protein,1,1.0,9.0,False,SPR,298,37749098,10.1038/s41467-023-41734-4
8ci1,2.8,electron microscopy,VHH,2023-02-08,J,N.A.,A;E,protein;protein,1,1.0,9.0,False,SPR,298,37749098,10.1038/s41467-023-41734-4
8ci1,2.8,electron microscopy,VHH,2023-02-08,F,N.A.,A;B,protein;protein,1,1.0,9.0,False,SPR,298,37749098,10.1038/s41467-023-41734-4
8ci1,2.8,electron microscopy,VHH,2023-02-08,G,N.A.,B;C,protein;protein,1,1.0,9.0,False,SPR,298,37749098,10.1038/s41467-023-41734-4
8cwu,1.71,x-ray diffraction,VHH,2022-05-19,B,N.A.,A,protein,<10,10.0,8.0,True,ELISA,N.A.,35738279,10.1016/j.celrep.2022.111004
8cwv,2.51,x-ray diffraction,VHH,2022-05-19,B,N.A.,A,protein,<0.001,0.001,12.0,True,SPR,N.A.,35738279,10.1016/j.celrep.2022.111004
8cxn,2.9,electron microscopy,VHH,2022-05-22,F,N.A.,C,protein,<10,10.0,8.0,True,ELISA,N.A.,35738279,10.1016/j.celrep.2022.111004
8cxn,2.9,electron microscopy,VHH,2022-05-22,D,N.A.,A,protein,<10,10.0,8.0,True,ELISA,N.A.,35738279,10.1016/j.celrep.2022.111004
8cxn,2.9,electron microscopy,VHH,2022-05-22,E,N.A.,B,protein,<10,10.0,8.0,True,ELISA,N.A.,35738279,10.1016/j.celrep.2022.111004
8cxq,2.3,electron microscopy,VHH,2022-05-22,E,N.A.,B,protein,<10,10.0,8.0,True,ELISA,N.A.,35738279,10.1016/j.celrep.2022.111004
8cxq,2.3,electron microscopy,VHH,2022-05-22,F,N.A.,C,protein,<10,10.0,8.0,True,ELISA,N.A.,35738279,10.1016/j.celrep.2022.111004
8cxq,2.3,electron microscopy,VHH,2022-05-22,D,N.A.,A,protein,<10,10.0,8.0,True,ELISA,N.A.,35738279,10.1016/j.celrep.2022.111004
8cy7,2.9,electron microscopy,VHH,2022-05-23,F,N.A.,C,protein,<10,10.0,8.0,True,ELISA,N.A.,35738279,10.1016/j.celrep.2022.111004
8cy7,2.9,electron microscopy,VHH,2022-05-23,E,N.A.,B,protein,<10,10.0,8.0,True,ELISA,N.A.,35738279,10.1016/j.celrep.2022.111004
8cy7,2.9,electron microscopy,VHH,2022-05-23,D,N.A.,A,protein,<10,10.0,8.0,True,ELISA,N.A.,35738279,10.1016/j.celrep.2022.111004
8cy9,2.9,electron microscopy,VHH,2022-05-23,D,N.A.,A,protein,<10,10.0,8.0,True,ELISA,N.A.,35738279,10.1016/j.celrep.2022.111004
8cy9,2.9,electron microscopy,VHH,2022-05-23,E,N.A.,B,protein,<10,10.0,8.0,True,ELISA,N.A.,35738279,10.1016/j.celrep.2022.111004
8cy9,2.9,electron microscopy,VHH,2022-05-23,F,N.A.,C,protein,<10,10.0,8.0,True,ELISA,N.A.,35738279,10.1016/j.celrep.2022.111004
8cya,2.7,electron microscopy,VHH,2022-05-23,E,N.A.,A,protein,<10,10.0,8.0,True,ELISA,N.A.,35738279,10.1016/j.celrep.2022.111004
8cya,2.7,electron microscopy,VHH,2022-05-23,F,N.A.,B,protein,<10,10.0,8.0,True,ELISA,N.A.,35738279,10.1016/j.celrep.2022.111004
8cya,2.7,electron microscopy,VHH,2022-05-23,D,N.A.,C,protein,<10,10.0,8.0,True,ELISA,N.A.,35738279,10.1016/j.celrep.2022.111004
8cyb,2.7,electron microscopy,VHH,2022-05-23,D,N.A.,A,protein,<10,10.0,8.0,True,ELISA,N.A.,35738279,10.1016/j.celrep.2022.111004
8cyc,2.9,electron microscopy,VHH,2022-05-23,F,N.A.,C,protein,<10,10.0,8.0,True,ELISA,N.A.,35738279,10.1016/j.celrep.2022.111004
8cyc,2.9,electron microscopy,VHH,2022-05-23,E,N.A.,B,protein,<10,10.0,8.0,True,ELISA,N.A.,35738279,10.1016/j.celrep.2022.111004
8cyc,2.9,electron microscopy,VHH,2022-05-23,D,N.A.,A,protein,<10,10.0,8.0,True,ELISA,N.A.,35738279,10.1016/j.celrep.2022.111004
8cyd,2.6,electron microscopy,VHH,2022-05-23,F,N.A.,A,protein,0.387,0.387,9.412289034981088,False,SPR,N.A.,35738279,10.1016/j.celrep.2022.111004
8cyd,2.6,electron microscopy,VHH,2022-05-23,D,N.A.,B,protein,0.387,0.387,9.412289034981088,False,SPR,N.A.,35738279,10.1016/j.celrep.2022.111004
8cyd,2.6,electron microscopy,VHH,2022-05-23,E,N.A.,C,protein,0.387,0.387,9.412289034981088,False,SPR,N.A.,35738279,10.1016/j.celrep.2022.111004
8cz5,2.65,x-ray diffraction,FabH:FabL,2022-05-24,H,L,A,protein,10.8,10.8,7.966576244513051,False,ITC,298,36326275,10.1128/jvi.01217-22
8cz8,2.6,x-ray diffraction,scFv,2022-05-24,C,N.A.,E,protein,10,10.0,8.0,False,SPR,N.A.,N.A.,10.3389/fddsv.2023.1216516
8cz8,2.6,x-ray diffraction,scFv,2022-05-24,A,N.A.,M,protein,10,10.0,8.0,False,SPR,N.A.,N.A.,10.3389/fddsv.2023.1216516
8cz8,2.6,x-ray diffraction,scFv,2022-05-24,D,N.A.,E,protein,103,103.0,6.987162775294828,False,SPR,298,N.A.,10.3389/fddsv.2023.1216516
8cz8,2.6,x-ray diffraction,scFv,2022-05-24,B,N.A.,M,protein,103,103.0,6.987162775294828,False,SPR,298,N.A.,10.3389/fddsv.2023.1216516
8dfg,2.0,x-ray diffraction,FabH:FabL,2022-06-22,I,M,B,protein,4.24,4.24,8.372634143407268,False,BLI,298,36202833,10.1038/s41467-022-33336-3
8dfg,2.0,x-ray diffraction,FabH:FabL,2022-06-22,H,L,A,protein,4.24,4.24,8.372634143407268,False,BLI,298,36202833,10.1038/s41467-022-33336-3
8dfh,2.3,x-ray diffraction,FabH:FabL,2022-06-22,H,L,A,protein,0.66,0.66,9.18045606445813,False,BLI,298,36202833,10.1038/s41467-022-33336-3
8dfi,1.9,x-ray diffraction,FabH:FabL,2022-06-22,H,L,A,protein,1.84,1.84,8.735182176990463,False,BLI,298,36202833,10.1038/s41467-022-33336-3
8dg9,2.24,electron microscopy,VH:VL,2022-06-23,H,L,A,protein,<0.001,0.001,12.0,True,BLI,298,36781872,10.1038/s41467-023-36459-3
8dg9,2.24,electron microscopy,VH:VL,2022-06-23,F,G,B,protein,<0.001,0.001,12.0,True,BLI,298,36781872,10.1038/s41467-023-36459-3
8dg9,2.24,electron microscopy,VH:VL,2022-06-23,D,E,C,protein,<0.001,0.001,12.0,True,BLI,298,36781872,10.1038/s41467-023-36459-3
8dl7,2.7,electron microscopy,FabH:FabL,2022-07-07,D,C,A,protein,10.6,10.6,7.97469413473523,False,BLI,303,36649314,10.1371/journal.pbio.3001936
8dl8,3.0,electron microscopy,FabH:FabL,2022-07-07,D,C,A,protein,10.6,10.6,7.97469413473523,False,BLI,303,36649314,10.1371/journal.pbio.3001936
8dn6,3.0,x-ray diffraction,FabH:FabL,2022-07-10,E,F,B,protein,60,60.0,7.221848749616356,False,ITC,277,36977410,10.1016/j.str.2023.03.002
8dn6,3.0,x-ray diffraction,FabH:FabL,2022-07-10,C,D,A,protein,60,60.0,7.221848749616356,False,ITC,277,36977410,10.1016/j.str.2023.03.002
8dp0,2.96,electron microscopy,VHH,2022-07-14,B,N.A.,A,protein,2.1,2.1,8.67778070526608,False,BLI,N.A.,37417733,10.7554/eLife.88058
8dpl,2.53,electron microscopy,VH:VL,2022-07-15,A,B,D,protein,0.00375,0.00375,11.425968732272281,False,BLI,N.A.,37938974,10.1016/j.celrep.2023.113366
8dpl,2.53,electron microscopy,VH:VL,2022-07-15,F,G,I,protein,0.00375,0.00375,11.425968732272281,False,BLI,N.A.,37938974,10.1016/j.celrep.2023.113366
8dpl,2.53,electron microscopy,VH:VL,2022-07-15,K,L,M,protein,0.00375,0.00375,11.425968732272281,False,BLI,N.A.,37938974,10.1016/j.celrep.2023.113366
8dpm,3.0,electron microscopy,VH:VL,2022-07-15,D,E,A,protein,0.00113,0.00113,11.94692155651658,False,BLI,N.A.,37938974,10.1016/j.celrep.2023.113366
8dpm,3.0,electron microscopy,VH:VL,2022-07-15,I,J,F,protein,0.00113,0.00113,11.94692155651658,False,BLI,N.A.,37938974,10.1016/j.celrep.2023.113366
8dpm,3.0,electron microscopy,VH:VL,2022-07-15,N,O,K,protein,0.00113,0.00113,11.94692155651658,False,BLI,N.A.,37938974,10.1016/j.celrep.2023.113366
8ds5,1.93,x-ray diffraction,FabH:FabL,2022-07-21,C,B,A,protein,5.1,5.1,8.292429823902063,False,SPR,N.A.,36100308,10.1136/jitc-2022-005049
8dxt,2.25,x-ray diffraction,FabH:FabL,2022-08-03,H,L,R,protein,0.2,0.2,9.698970004336019,False,BLI,298,36755042,10.1038/s41467-023-36295-5
8dxu,2.73,x-ray diffraction,FabH:FabL,2022-08-03,A,B,R,protein,0.31,0.31,9.508638306165727,False,BLI,298,36755042,10.1038/s41467-023-36295-5
8dzw,2.46,electron microscopy,FabH:FabL,2022-08-08,J,N,B,protein,1.23,1.23,8.910094888560602,False,BLI,N.A.,37516111,10.1016/j.chom.2023.07.002
8dzw,2.46,electron microscopy,FabH:FabL,2022-08-08,H,L,C,protein,1.23,1.23,8.910094888560602,False,BLI,N.A.,37516111,10.1016/j.chom.2023.07.002
8dzw,2.46,electron microscopy,FabH:FabL,2022-08-08,I,M,A,protein,1.23,1.23,8.910094888560602,False,BLI,N.A.,37516111,10.1016/j.chom.2023.07.002
8e1g,2.57,x-ray diffraction,FabH:FabL,2022-08-10,H,L,A,protein,0.161,0.161,9.79317412396815,False,SPR,298,37083327,10.1016/j.celrep.2023.112421
8e1g,2.57,x-ray diffraction,FabH:FabL,2022-08-10,V,T,B,protein,0.161,0.161,9.79317412396815,False,SPR,298,37083327,10.1016/j.celrep.2023.112421
8ee1,2.7,x-ray diffraction,FabH:FabL,2022-09-06,B,C,A,protein,5.7,5.7,8.244125144327509,False,ELISA,298,37184546,10.1021/acs.biochem.3c00156
8ee1,2.7,x-ray diffraction,FabH:VL+,2022-09-06,G,H,D,protein,5.7,5.7,8.244125144327509,False,ELISA,298,37184546,10.1021/acs.biochem.3c00156
8el2,2.89,x-ray diffraction,FabH:FabL,2022-09-22,H,L,A,protein,0.55,0.55,9.259637310505756,False,ELISA,N.A.,37531329,10.1371/journal.ppat.1011532
8el2,2.89,x-ray diffraction,FabH:FabL,2022-09-22,I,K,B,protein,0.55,0.55,9.259637310505756,False,ELISA,N.A.,37531329,10.1371/journal.ppat.1011532
8elo,2.72,x-ray diffraction,VHH,2022-09-26,B,N.A.,A,protein,143,143.0,6.844663962534939,False,SPR,298,37276407,10.1073/pnas.2216612120
8emy,1.7,x-ray diffraction,VHH,2022-09-28,I,N.A.,F,protein,30.1,30.1,7.521433504406157,False,ITC,298,36971561,10.1128/jvi.01833-22
8emy,1.7,x-ray diffraction,VHH,2022-09-28,L,N.A.,E,protein,30.1,30.1,7.521433504406157,False,ITC,298,36971561,10.1128/jvi.01833-22
8emy,1.7,x-ray diffraction,VHH,2022-09-28,K,N.A.,D,protein,30.1,30.1,7.521433504406157,False,ITC,298,36971561,10.1128/jvi.01833-22
8emy,1.7,x-ray diffraction,VHH,2022-09-28,J,N.A.,B,protein,30.1,30.1,7.521433504406157,False,ITC,298,36971561,10.1128/jvi.01833-22
8emy,1.7,x-ray diffraction,VHH,2022-09-28,G,N.A.,A,protein,30.1,30.1,7.521433504406157,False,ITC,298,36971561,10.1128/jvi.01833-22
8emy,1.7,x-ray diffraction,VHH,2022-09-28,H,N.A.,C,protein,30.1,30.1,7.521433504406157,False,ITC,298,36971561,10.1128/jvi.01833-22
8emz,1.4,x-ray diffraction,VHH,2022-09-28,B,N.A.,A,protein,7.5,7.5,8.1249387366083,False,ITC,298,36971561,10.1128/jvi.01833-22
8en0,2.99,x-ray diffraction,VHH,2022-09-28,D,N.A.,A,protein,40.9,40.9,7.388276691992658,False,ITC,298,36971561,10.1128/jvi.01833-22
8en1,2.4,x-ray diffraction,VHH,2022-09-28,C,N.A.,A;B,protein;protein,180,180.0,6.7447274948966935,False,ITC,298,36971561,10.1128/jvi.01833-22
8en1,2.4,x-ray diffraction,VHH,2022-09-28,D,N.A.,A;B,protein;protein,180,180.0,6.7447274948966935,False,ITC,298,36971561,10.1128/jvi.01833-22
8en2,1.85,x-ray diffraction,VHH,2022-09-28,D,N.A.,A,protein,4.8,4.8,8.318758762624412,False,ITC,298,36971561,10.1128/jvi.01833-22
8en2,1.85,x-ray diffraction,VHH,2022-09-28,C,N.A.,B,protein,4.8,4.8,8.318758762624412,False,ITC,298,36971561,10.1128/jvi.01833-22
8en3,2.1,x-ray diffraction,VHH,2022-09-28,D,N.A.,A;B,protein;protein,101,101.0,6.995678626217358,False,ITC,298,36971561,10.1128/jvi.01833-22
8en3,2.1,x-ray diffraction,VHH,2022-09-28,C,N.A.,A;B,protein;protein,101,101.0,6.995678626217358,False,ITC,298,36971561,10.1128/jvi.01833-22
8en4,2.3,x-ray diffraction,VHH,2022-09-28,D,N.A.,A,protein,16,16.0,7.795880017344075,False,ITC,298,36971561,10.1128/jvi.01833-22
8en4,2.3,x-ray diffraction,VHH,2022-09-28,C,N.A.,B,protein,16,16.0,7.795880017344075,False,ITC,298,36971561,10.1128/jvi.01833-22
8en5,1.6,x-ray diffraction,VHH,2022-09-28,E,N.A.,A;B,protein;protein,3.8,3.8,8.42021640338319,False,ITC,298,36971561,10.1128/jvi.01833-22
8en5,1.6,x-ray diffraction,VHH,2022-09-28,F,N.A.,A;B,protein;protein,3.8,3.8,8.42021640338319,False,ITC,298,36971561,10.1128/jvi.01833-22
8en5,1.6,x-ray diffraction,VHH,2022-09-28,G,N.A.,C;D,protein;protein,3.8,3.8,8.42021640338319,False,ITC,298,36971561,10.1128/jvi.01833-22
8en5,1.6,x-ray diffraction,VHH,2022-09-28,H,N.A.,C;D,protein;protein,3.8,3.8,8.42021640338319,False,ITC,298,36971561,10.1128/jvi.01833-22
8en6,1.6,x-ray diffraction,VHH,2022-09-28,D,N.A.,B,protein,56.7,56.7,7.246416941107094,False,ITC,298,36971561,10.1128/jvi.01833-22
8en6,1.6,x-ray diffraction,VHH,2022-09-28,C,N.A.,A,protein,56.7,56.7,7.246416941107094,False,ITC,298,36971561,10.1128/jvi.01833-22
8eoo,2.77,x-ray diffraction,FabH:FabL,2022-10-03,E,J,D,protein,1.1,1.1,8.958607314841775,False,BLI,303,37395646,10.1128/jvi.01596-22
8eoo,2.77,x-ray diffraction,FabH:FabL,2022-10-03,H,L,C,protein,1.1,1.1,8.958607314841775,False,BLI,303,37395646,10.1128/jvi.01596-22
8ew6,1.9,x-ray diffraction,VHH,2022-10-21,V,N.A.,W,protein,2.4,2.4,8.619788758288394,False,SPR,291,36346438,10.1007/s00259-022-05998-0
8ez3,2.5,electron microscopy,VH:VL,2022-10-31,H,L,A,protein,8,8.0,8.096910013008056,False,BLI,N.A.,37967533,10.1016/j.immuni.2023.10.005
8ez7,2.6,electron microscopy,VH:VL,2022-10-31,H,L,A,protein,8,8.0,8.096910013008056,False,BLI,N.A.,37967533,10.1016/j.immuni.2023.10.005
8ez8,2.78,electron microscopy,VH:VL,2022-10-31,H,L,A,protein,4,4.0,8.397940008672037,False,BLI,N.A.,37967533,10.1016/j.immuni.2023.10.005
8ezk,2.3,x-ray diffraction,scFv,2022-11-01,H,N.A.,A,protein,0.37,0.37,9.431798275933005,False,BLI,N.A.,37542029,10.1038/s41541-023-00712-z
8ezk,2.3,x-ray diffraction,scFv,2022-11-01,I,N.A.,B,protein,0.37,0.37,9.431798275933005,False,BLI,N.A.,37542029,10.1038/s41541-023-00712-z
8ezl,2.3,x-ray diffraction,scFv,2022-11-01,H,N.A.,A,protein,68.6,68.6,7.163675884293248,False,BLI,N.A.,37542029,10.1038/s41541-023-00712-z
8ezm,2.1,x-ray diffraction,scFv,2022-11-01,H,N.A.,A,protein,8.71,8.71,8.059981844992336,False,BLI,N.A.,37542029,10.1038/s41541-023-00712-z
8f5i,1.9,x-ray diffraction,FabH:FabL,2022-11-14,H,L,B,protein,0.6,0.6,9.221848749616356,False,SPR,N.A.,38036525,10.1038/s41467-023-43638-9
8f5i,1.9,x-ray diffraction,FabH:FabL,2022-11-14,X,Y,A,protein,0.6,0.6,9.221848749616356,False,SPR,N.A.,38036525,10.1038/s41467-023-43638-9
8f8w,2.71,x-ray diffraction,VHH,2022-11-22,G,N.A.,F,protein,142,142.0,6.847711655616943,False,SPR,N.A.,37202422,10.1038/s41467-023-38453-1
8f8w,2.71,x-ray diffraction,VHH,2022-11-22,H,N.A.,E,protein,142,142.0,6.847711655616943,False,SPR,N.A.,37202422,10.1038/s41467-023-38453-1
8f8w,2.71,x-ray diffraction,VHH,2022-11-22,D,N.A.,A,protein,142,142.0,6.847711655616943,False,SPR,N.A.,37202422,10.1038/s41467-023-38453-1
8f8w,2.71,x-ray diffraction,VHH,2022-11-22,C,N.A.,A;B,protein;protein,142,142.0,6.847711655616943,False,SPR,N.A.,37202422,10.1038/s41467-023-38453-1
8f8x,2.6,x-ray diffraction,VHH,2022-11-22,D,N.A.,A,protein,142,142.0,6.847711655616943,False,SPR,N.A.,37202422,10.1038/s41467-023-38453-1
8f8x,2.6,x-ray diffraction,VHH,2022-11-22,C,N.A.,A;B,protein;protein,142,142.0,6.847711655616943,False,SPR,N.A.,37202422,10.1038/s41467-023-38453-1
8fdo,2.2,x-ray diffraction,FabH:FabL,2022-12-04,A,B,C,protein,0.6,0.6,9.221848749616356,False,SPR,N.A.,38036525,10.1038/s41467-023-43638-9
8fgx,2.62,electron microscopy,FabH:FabL,2022-12-13,B,A,C,protein,1.07,1.07,8.97061622231479,False,SPR,310,37643795,10.1124/jpet.123.001740
8fhy,2.53,x-ray diffraction,FabH:FabL,2022-12-15,C,B,A,protein,1.09,1.09,8.962573502059376,False,BLI,303,38172512,10.1038/s41467-023-44265-0
8fhy,2.53,x-ray diffraction,FabH:FabL,2022-12-15,F,E,D,protein,1.09,1.09,8.962573502059376,False,BLI,303,38172512,10.1038/s41467-023-44265-0
8fhy,2.53,x-ray diffraction,FabH:FabL,2022-12-15,H,L,I,protein,1.09,1.09,8.962573502059376,False,BLI,303,38172512,10.1038/s41467-023-44265-0
8g3m,3.0,electron microscopy,VH:VL,2023-02-08,E,F,G,protein,4.08,4.08,8.38933983691012,False,SPR,298,37258672,10.1038/s41586-023-06136-y
8g3m,3.0,electron microscopy,VH:VL,2023-02-08,A,D,J,protein,4.08,4.08,8.38933983691012,False,SPR,298,37258672,10.1038/s41586-023-06136-y
8g3m,3.0,electron microscopy,VH:VL,2023-02-08,C,I,L,protein,4.08,4.08,8.38933983691012,False,SPR,298,37258672,10.1038/s41586-023-06136-y
8g3n,2.9,electron microscopy,VH:VL,2023-02-08,E,F,G,protein,4.08,4.08,8.38933983691012,False,SPR,298,37258672,10.1038/s41586-023-06136-y
8g3n,2.9,electron microscopy,VH:VL,2023-02-08,A,D,J,protein,4.08,4.08,8.38933983691012,False,SPR,298,37258672,10.1038/s41586-023-06136-y
8g3n,2.9,electron microscopy,VH:VL,2023-02-08,B,H,K,protein,4.08,4.08,8.38933983691012,False,SPR,298,37258672,10.1038/s41586-023-06136-y
8g3n,2.9,electron microscopy,VH:VL,2023-02-08,C,I,L,protein,4.08,4.08,8.38933983691012,False,SPR,298,37258672,10.1038/s41586-023-06136-y
8g3p,2.5,electron microscopy,VH:VL,2023-02-08,H,L,E,protein,16,16.0,7.795880017344075,False,SPR,298,37258672,10.1038/s41586-023-06136-y
8g3p,2.5,electron microscopy,VH:VL,2023-02-08,G,K,D,protein,16,16.0,7.795880017344075,False,SPR,298,37258672,10.1038/s41586-023-06136-y
8g3p,2.5,electron microscopy,VH:VL,2023-02-08,F,J,A,protein,16,16.0,7.795880017344075,False,SPR,298,37258672,10.1038/s41586-023-06136-y
8g3p,2.5,electron microscopy,VH:VL,2023-02-08,C,I,B,protein,16,16.0,7.795880017344075,False,SPR,298,37258672,10.1038/s41586-023-06136-y
8g3q,2.3,electron microscopy,VH:VL,2023-02-08,I,D,E,protein,27.3,27.3,7.5638373529592435,False,SPR,298,37258672,10.1038/s41586-023-06136-y
8g3q,2.3,electron microscopy,VH:VL,2023-02-08,A,L,F,protein,27.3,27.3,7.5638373529592435,False,SPR,298,37258672,10.1038/s41586-023-06136-y
8g3q,2.3,electron microscopy,VH:VL,2023-02-08,C,B,G,protein,27.3,27.3,7.5638373529592435,False,SPR,298,37258672,10.1038/s41586-023-06136-y
8g3r,2.3,electron microscopy,VH:VL,2023-02-08,C,B,G,protein,234,234.0,6.6307841425898575,False,SPR,298,37258672,10.1038/s41586-023-06136-y
8g3v,2.2,electron microscopy,VH:VL,2023-02-08,C,N,I,protein,15.1,15.1,7.82102305270683,False,SPR,298,37258672,10.1038/s41586-023-06136-y
8g3v,2.2,electron microscopy,VH:VL,2023-02-08,A,L,G,protein,15.1,15.1,7.82102305270683,False,SPR,298,37258672,10.1038/s41586-023-06136-y
8g3v,2.2,electron microscopy,VH:VL,2023-02-08,B,M,H,protein,15.1,15.1,7.82102305270683,False,SPR,298,37258672,10.1038/s41586-023-06136-y
8g3v,2.2,electron microscopy,VH:VL,2023-02-08,D,O,J,protein,15.1,15.1,7.82102305270683,False,SPR,298,37258672,10.1038/s41586-023-06136-y
8g40,2.8,electron microscopy,VH:VL,2023-02-08,A,L,G,protein,15.1,15.1,7.82102305270683,False,SPR,298,37258672,10.1038/s41586-023-06136-y
8g40,2.8,electron microscopy,VH:VL,2023-02-08,B,M,H,protein,15.1,15.1,7.82102305270683,False,SPR,298,37258672,10.1038/s41586-023-06136-y
8g40,2.8,electron microscopy,VH:VL,2023-02-08,C,N,I,protein,15.1,15.1,7.82102305270683,False,SPR,298,37258672,10.1038/s41586-023-06136-y
